date,팽이버섯_가격(원/kg),팽이버섯_거래량(kg),팽이버섯_거래량의_1주전_평균,팽이버섯_가격의_1주전_평균,팽이버섯_거래량의_2주전_평균,팽이버섯_가격의_2주전_평균,계절,요일_금요일,요일_목요일,요일_수요일,요일_월요일,요일_일요일,요일_토요일,요일_화요일
2016-01-01,0.0,-5.738323636535641,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02,1474.0,-5.046114185705501,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-03,0.0,-5.738323636535641,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-01-04,1750.0,1.8204484177664257,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-05,1822.0,1.5027718650962587,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-06,1519.0,1.4842817274490332,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-01-07,1365.0,1.298112672059032,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-01-08,1349.0,1.2824464311054355,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-09,1273.0,1.3555224445390477,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-10,0.0,-5.738323636535641,-8.55353108095919,-2.0891747052518754,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-01-11,1351.0,1.6404900430443217,2.0006452314160605,-0.14319399785637718,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-12,1323.0,1.3936001135234855,2.0006452314160605,-0.14319399785637718,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-13,1272.0,0.5717846837897926,2.0006452314160605,-0.14319399785637718,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-01-14,1337.0,0.680913864055627,2.0006452314160605,-0.14319399785637718,-8.711019525130835,-2.182350952327285,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-01-15,1379.0,0.6254812922756737,2.0006452314160605,-0.14319399785637718,-8.711019525130835,-2.182350952327285,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-16,1399.0,0.3729057282058562,2.0006452314160605,-0.14319399785637718,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-17,0.0,-5.738323636535641,2.0006452314160605,-0.14319399785637718,-8.711019525130835,-2.182350952327285,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-01-18,1448.0,1.1245825646847367,1.1552047511233727,-0.3612004287245444,1.6148147298983535,-0.25076073481347916,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-19,1431.0,0.14096305756586755,1.1552047511233727,-0.3612004287245444,1.6148147298983535,-0.25076073481347916,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-20,1377.0,0.06553143181495713,1.1552047511233727,-0.3612004287245444,1.6148147298983535,-0.25076073481347916,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-01-21,1346.0,0.09560096494962422,1.1552047511233727,-0.3612004287245444,1.6148147298983535,-0.25076073481347916,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-01-22,1336.0,0.3328603188117875,1.1552047511233727,-0.3612004287245444,1.6148147298983535,-0.25076073481347916,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-23,1369.0,0.8882787001560951,1.1552047511233727,-0.3612004287245444,1.6148147298983535,-0.25076073481347916,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-24,0.0,-5.738323636535641,1.1552047511233727,-0.3612004287245444,1.6148147298983535,-0.25076073481347916,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-01-25,1562.0,0.5731658861927069,0.5104774943744605,-0.3084673097534833,0.8554359715448993,-0.33765355573086897,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-26,1545.0,0.42921810699588503,0.5104774943744605,-0.3084673097534833,0.8554359715448993,-0.33765355573086897,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
